name,region,date,value
Average amount of application for a mortgage,Volgograd region,2016-12-15,1205182
Average amount of application for a mortgage,Volgograd region,2017-01-15,1281546
Average amount of application for a mortgage,Volgograd region,2017-02-15,1183274
Average amount of application for a mortgage,Volgograd region,2017-03-15,1215508
Average amount of application for a mortgage,Volgograd region,2017-04-15,1248907
Average amount of application for a mortgage,Vologda Region,2013-01-15,1036743
Average amount of application for a mortgage,Vologda Region,2013-02-15,1219415
Average amount of application for a mortgage,Vologda Region,2013-03-15,1171185
Average amount of application for a mortgage,Vologda Region,2013-04-15,1131947
Average amount of application for a mortgage,Vologda Region,2013-05-15,1195273
Average amount of application for a mortgage,Vologda Region,2013-06-15,1167497
Average amount of application for a mortgage,Vologda Region,2013-07-15,1209553
Average amount of application for a mortgage,Vologda Region,2013-08-15,1236554
Average amount of application for a mortgage,Vologda Region,2013-09-15,1201965
Average amount of application for a mortgage,Vologda Region,2013-10-15,1265083
Average amount of application for a mortgage,Vologda Region,2013-11-15,1288536
Average amount of application for a mortgage,Vologda Region,2013-12-15,1173850
Average amount of application for a mortgage,Vologda Region,2014-01-15,1192104
Average amount of application for a mortgage,Vologda Region,2014-02-15,1201923
Average amount of application for a mortgage,Vologda Region,2014-03-15,1164134
Average amount of application for a mortgage,Vologda Region,2014-04-15,1200652
Average amount of application for a mortgage,Vologda Region,2014-05-15,1206316
Average amount of application for a mortgage,Vologda Region,2014-06-15,1196959
Average amount of application for a mortgage,Vologda Region,2014-07-15,1188130
Average amount of application for a mortgage,Vologda Region,2014-08-15,1170891
Average amount of application for a mortgage,Vologda Region,2014-09-15,1196577
Average amount of application for a mortgage,Vologda Region,2014-10-15,1235040
Average amount of application for a mortgage,Vologda Region,2014-11-15,1205755
Average amount of application for a mortgage,Vologda Region,2014-12-15,1263189
Average amount of application for a mortgage,Vologda Region,2015-01-15,1109901
Average amount of application for a mortgage,Vologda Region,2015-02-15,1057857
Average amount of application for a mortgage,Vologda Region,2015-03-15,1133518
Average amount of application for a mortgage,Vologda Region,2015-04-15,1198001
Average amount of application for a mortgage,Vologda Region,2015-05-15,1135048
Average amount of application for a mortgage,Vologda Region,2015-06-15,1144754
Average amount of application for a mortgage,Vologda Region,2015-07-15,1141433
Average amount of application for a mortgage,Vologda Region,2015-08-15,1185732
Average amount of application for a mortgage,Vologda Region,2015-09-15,1196914
Average amount of application for a mortgage,Vologda Region,2015-10-15,1152377
Average amount of application for a mortgage,Vologda Region,2015-11-15,1174960
Average amount of application for a mortgage,Vologda Region,2015-12-15,1154221
Average amount of application for a mortgage,Vologda Region,2016-01-15,1185405
Average amount of application for a mortgage,Vologda Region,2016-02-15,1164866
Average amount of application for a mortgage,Vologda Region,2016-03-15,1131739
Average amount of application for a mortgage,Vologda Region,2016-04-15,1174199
Average amount of application for a mortgage,Vologda Region,2016-05-15,1161980
Average amount of application for a mortgage,Vologda Region,2016-06-15,1117269
Average amount of application for a mortgage,Vologda Region,2016-07-15,1189766
Average amount of application for a mortgage,Vologda Region,2016-08-15,1141116
Average amount of application for a mortgage,Vologda Region,2016-09-15,1156911
Average amount of application for a mortgage,Vologda Region,2016-10-15,1131435
Average amount of application for a mortgage,Vologda Region,2016-11-15,1154153
Average amount of application for a mortgage,Vologda Region,2016-12-15,1164583
Average amount of application for a mortgage,Vologda Region,2017-01-15,1202789
Average amount of application for a mortgage,Vologda Region,2017-02-15,1223500
Average amount of application for a mortgage,Vologda Region,2017-03-15,1265074
Average amount of application for a mortgage,Vologda Region,2017-04-15,1226891
Average amount of application for a mortgage,Voronezh region,2013-01-15,1125002
Average amount of application for a mortgage,Voronezh region,2013-02-15,1221743
Average amount of application for a mortgage,Voronezh region,2013-03-15,1201773
Average amount of application for a mortgage,Voronezh region,2013-04-15,1195469
Average amount of application for a mortgage,Voronezh region,2013-05-15,1211375
Average amount of application for a mortgage,Voronezh region,2013-06-15,1230367
Average amount of application for a mortgage,Voronezh region,2013-07-15,1231524
Average amount of application for a mortgage,Voronezh region,2013-08-15,1266400
Average amount of application for a mortgage,Voronezh region,2013-09-15,1278026
Average amount of application for a mortgage,Voronezh region,2013-10-15,1311261
Average amount of application for a mortgage,Voronezh region,2013-11-15,1309543
Average amount of application for a mortgage,Voronezh region,2013-12-15,1314365
Average amount of application for a mortgage,Voronezh region,2014-01-15,1285667
Average amount of application for a mortgage,Voronezh region,2014-02-15,1284095
Average amount of application for a mortgage,Voronezh region,2014-03-15,1285942
Average amount of application for a mortgage,Voronezh region,2014-04-15,1317280
Average amount of application for a mortgage,Voronezh region,2014-05-15,1296049
Average amount of application for a mortgage,Voronezh region,2014-06-15,1356968
Average amount of application for a mortgage,Voronezh region,2014-07-15,1296020
Average amount of application for a mortgage,Voronezh region,2014-08-15,1289735
Average amount of application for a mortgage,Voronezh region,2014-09-15,1353144
Average amount of application for a mortgage,Voronezh region,2014-10-15,1326687
Average amount of application for a mortgage,Voronezh region,2014-11-15,1297570
Average amount of application for a mortgage,Voronezh region,2014-12-15,1410099
Average amount of application for a mortgage,Voronezh region,2015-01-15,1213089
Average amount of application for a mortgage,Voronezh region,2015-02-15,1203113
Average amount of application for a mortgage,Voronezh region,2015-03-15,1184886
Average amount of application for a mortgage,Voronezh region,2015-04-15,1330380
Average amount of application for a mortgage,Voronezh region,2015-05-15,1264214
Average amount of application for a mortgage,Voronezh region,2015-06-15,1301657
Average amount of application for a mortgage,Voronezh region,2015-07-15,1270190
Average amount of application for a mortgage,Voronezh region,2015-08-15,1309092
Average amount of application for a mortgage,Voronezh region,2015-09-15,1352361
Average amount of application for a mortgage,Voronezh region,2015-10-15,1351731
Average amount of application for a mortgage,Voronezh region,2015-11-15,1320945
Average amount of application for a mortgage,Voronezh region,2015-12-15,1294527
Average amount of application for a mortgage,Voronezh region,2016-01-15,1309514
Average amount of application for a mortgage,Voronezh region,2016-02-15,1339417
Average amount of application for a mortgage,Voronezh region,2016-03-15,1294912
Average amount of application for a mortgage,Voronezh region,2016-04-15,1296291
Average amount of application for a mortgage,Voronezh region,2016-05-15,1351317
Average amount of application for a mortgage,Voronezh region,2016-06-15,1270640
Average amount of application for a mortgage,Voronezh region,2016-07-15,1240860
Average amount of application for a mortgage,Voronezh region,2016-08-15,1347437
Average amount of application for a mortgage,Voronezh region,2016-09-15,1358256
Average amount of application for a mortgage,Voronezh region,2016-10-15,1396127
Average amount of application for a mortgage,Voronezh region,2016-11-15,1340203
Average amount of application for a mortgage,Voronezh region,2016-12-15,1414515
Average amount of application for a mortgage,Voronezh region,2017-01-15,1310728
Average amount of application for a mortgage,Voronezh region,2017-02-15,1308963
Average amount of application for a mortgage,Voronezh region,2017-03-15,1305586
Average amount of application for a mortgage,Voronezh region,2017-04-15,1336169
Average amount of application for a mortgage,Jewish Autonomous Region,2013-01-15,1201043
Average amount of application for a mortgage,Jewish Autonomous Region,2013-02-15,1331828
Average amount of application for a mortgage,Jewish Autonomous Region,2013-03-15,1448453
Average amount of application for a mortgage,Jewish Autonomous Region,2013-04-15,1572458
Average amount of application for a mortgage,Jewish Autonomous Region,2013-05-15,1275716
Average amount of application for a mortgage,Jewish Autonomous Region,2013-06-15,1335753
Average amount of application for a mortgage,Jewish Autonomous Region,2013-07-15,1295142
Average amount of application for a mortgage,Jewish Autonomous Region,2013-08-15,1260315
Average amount of application for a mortgage,Jewish Autonomous Region,2013-09-15,1406250
Average amount of application for a mortgage,Jewish Autonomous Region,2013-10-15,1412755
Average amount of application for a mortgage,Jewish Autonomous Region,2013-11-15,1637531
